,Unnamed: 0,zipcode,unleashed,barking,poop,violation,nameone,nametwo,namethree,namefour,namefive,dognumber,breedone,breedtwo,breedthree,breedfour,breedfive,colorone,colortwo,colorthree,colorfour,colorfive,nameonenum,nametwonum,namethreenum,namefournum,namefivenum,breedonenum,breedtwonum,breedthreenum,breedfournum,breedfivenum,coloronenum,colortwonum,colorthreenum,colorfournum,colorfivenum,Fnum,Mnum,Fnameone,Fnametwo,Fnamethree,Fbreedone,Fbreedtwo,Fbreedthree,Fcolorone,Fcolortwo,Fcolorthree,Mnameone,Mnametwo,Mnamethree,Mbreedone,Mbreedtwo,Mbreedthree,Mcolorone,Mcolortwo,Mcolorthree,Fnameonenum,Fnametwonum,Fnamethreenum,Fbreedonenum,Fbreedtwonum,Fbreedthreenum,Fcoloronenum,Fcolortwonum,Fcolorthreenum,Mnameonenum,Mnametwonum,Mnamethreenum,Mbreedonenum,Mbreedtwonum,Mbreedthreenum,Mcoloronenum,Mcolortwonum,Mcolorthreenum,Fneuterednum,Mneuterednum,Fvaccinatednum,Mvaccinatednum,Fnamefour,Fnamefournum,Fnamefive,Fnamefivenum,Fbreedfour,Fbreedfournum,Fbreedfive,Fbreedfivenum,Fcolorfour,Fcolorfournum,Fcolorfive,Fcolorfivenum,Mnamefour,Mnamefournum,Mnamefive,Mnamefivenum,Mbreedfour,Mbreedfournum,Mbreedfive,Mbreedfivenum,Mcolorfour,Mcolorfournum,Mcolorfive,Mcolorfivenum,Vaccinated,Neutered,COCO,MAX,BELLA,SHIH,CHIHUAHUA,YORKSHIRE,BROWN,WHITE,BLACK
125,125,10459,25.0,157.0,1.0,145.0,Princess,Baby,Bella,Gizmo,Mickey,246.0,Yorkshire Terrier,Chihuahua,Shih Tzu,American Pit Bull Terrier,Pomeranian,Black,White,Brown,Tan,Blond,8.0,4.0,3.0,3.0,3.0,30.0,28.0,25.0,20.0,13.0,69.0,44.0,35.0,32.0,14.0,102.0,144.0,Princess,Bella,Baby,Chihuahua,Shih Tzu,Yorkshire Terrier,Black,White,Brown,Gizmo,Mickey,Teddy,Yorkshire Terrier,Chihuahua,Shih Tzu,Black,Tan,White,8.0,3.0,3.0,15.0,13.0,11.0,29.0,21.0,18.0,3.0,3.0,3.0,19.0,13.0,12.0,40.0,24.0,23.0,65.0,77.0,79.0,117.0,Lola,3.0,Faith,2.0,American Pit Bull Terrier,8.0,Pomeranian,6.0,Tan,8.0,Blond,7.0,Benji,3.0,Buddy,2.0,American Pit Bull Terrier,12.0,Maltese,7.0,Brown,17.0,Blond,7.0,196.0,142.0,1,2,3,25,28,30,35,44,69
126,126,10460,47.0,111.0,16.0,229.0,Bella,Princess,Nena,Romeo,Ruby,234.0,Yorkshire Terrier,Chihuahua,Shih Tzu,American Pit Bull Terrier,Maltese,Black,White,Tan,Brown,Gray,4.0,4.0,4.0,3.0,3.0,38.0,28.0,23.0,23.0,15.0,75.0,47.0,26.0,21.0,15.0,94.0,140.0,Princess,Bella,Nena,Yorkshire Terrier,American Pit Bull Terrier,Shih Tzu,Black,White,Tan,Romeo,Brownie,Roscoe,Yorkshire Terrier,Chihuahua,Shih Tzu,Black,White,Tan,4.0,4.0,3.0,15.0,13.0,9.0,26.0,21.0,10.0,3.0,3.0,2.0,23.0,21.0,14.0,49.0,26.0,16.0,63.0,74.0,82.0,118.0,Ruby,3.0,Mia,2.0,Chihuahua,7.0,Maltese,7.0,Brown,7.0,Gray,7.0,Tobby,2.0,Max,2.0,American Pit Bull Terrier,10.0,Maltese,8.0,Brown,14.0,Gray,8.0,200.0,137.0,0,2,4,23,28,38,21,47,75
127,127,10461,49.0,407.0,8.0,249.0,Max,Rocky,Lucky,Buddy,Daisy,541.0,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Chihuahua,Maltese,Black,White,Brown,Tan,Blond,8.0,8.0,8.0,7.0,7.0,49.0,39.0,29.0,21.0,20.0,163.0,130.0,58.0,56.0,28.0,244.0,297.0,Daisy,Bella,Coco,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Black,White,Brown,Max,Rocky,Lucky,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Black,White,Brown,7.0,6.0,5.0,17.0,15.0,12.0,68.0,57.0,29.0,8.0,8.0,7.0,32.0,24.0,17.0,95.0,73.0,29.0,196.0,217.0,211.0,258.0,Lola,5.0,Lady,4.0,Maltese,10.0,Labrador Retriever Crossbreed,10.0,Tan,28.0,Blond,13.0,Buddy,6.0,Gizmo,5.0,Chihuahua,14.0,Labrador Retriever,11.0,Tan,28.0,Blond,15.0,469.0,413.0,6,8,6,49,21,29,58,130,163
128,128,10462,40.0,232.0,8.0,289.0,Rocky,Coco,Max,Buddy,Bella,470.0,Yorkshire Terrier,Shih Tzu,Chihuahua,American Pit Bull Terrier,Maltese,Black,White,Brown,Tan,Gray,11.0,7.0,6.0,5.0,5.0,63.0,49.0,45.0,37.0,22.0,156.0,88.0,49.0,49.0,27.0,198.0,272.0,Bella,Daisy,Diamond,Yorkshire Terrier,Shih Tzu,Chihuahua,Black,White,Brown,Rocky,Max,Buddy,Yorkshire Terrier,American Pit Bull Terrier,Chihuahua,Black,White,Tan,5.0,5.0,5.0,34.0,26.0,22.0,68.0,36.0,26.0,10.0,6.0,5.0,29.0,25.0,23.0,88.0,52.0,30.0,151.0,173.0,169.0,234.0,Coco,5.0,Lady,3.0,American Pit Bull Terrier,12.0,Maltese,10.0,Tan,19.0,Blond,11.0,Lucky,5.0,Leo,5.0,Shih Tzu,23.0,Maltese,12.0,Brown,23.0,Gray,17.0,403.0,324.0,7,6,5,49,45,63,49,88,156
129,129,10463,60.0,267.0,11.0,156.0,Bella,Max,Sofie,Lucy,Coco,602.0,Yorkshire Terrier,Chihuahua,Shih Tzu,Maltese,American Pit Bull Terrier,Black,White,Brown,Tan,Blond,8.0,7.0,7.0,7.0,7.0,47.0,36.0,33.0,26.0,22.0,176.0,137.0,66.0,60.0,33.0,300.0,302.0,Bella,Sofie,Lucy,Yorkshire Terrier,Chihuahua,Maltese,Black,White,Tan,Max,Tobby,Charlie,Yorkshire Terrier,Shih Tzu,Chihuahua,Black,White,Brown,8.0,7.0,7.0,22.0,19.0,16.0,91.0,67.0,35.0,7.0,5.0,5.0,25.0,18.0,17.0,85.0,70.0,33.0,250.0,230.0,265.0,266.0,Coco,6.0,Princess,6.0,Shih Tzu,15.0,American Pit Bull Terrier,12.0,Brown,33.0,Blond,20.0,Buddy,4.0,Mickey,4.0,American Pit Bull Terrier,10.0,Maltese,10.0,Tan,25.0,Gray,21.0,531.0,480.0,7,7,8,33,36,47,66,137,176
130,130,10464,11.0,91.0,1.0,28.0,Bella,Ginger,Emma,Keira,Charlie,94.0,Labrador Retriever,Labrador Retriever Crossbreed,Shih Tzu,Bichon Frise,Maltese,Black,White,Brown,Tan,Fawn,4.0,2.0,2.0,2.0,2.0,9.0,6.0,5.0,4.0,4.0,29.0,19.0,9.0,7.0,5.0,50.0,44.0,Bella,Emma,Keira,Labrador Retriever,Golden Retriever,German Shepherd Crossbreed,Black,Brown,Tan,Oopie,Teddy,Kenji,Maltese,Shih Tzu,Mixed,White,Black,Brown,4.0,2.0,2.0,7.0,4.0,3.0,16.0,7.0,6.0,1.0,1.0,1.0,4.0,4.0,3.0,15.0,13.0,2.0,45.0,37.0,46.0,38.0,Ginger,2.0,Lucy,2.0,"Schnauzer, Miniature",3.0,Labrador Retriever Crossbreed,3.0,Gold,4.0,White,4.0,Diesel,1.0,Snuggles,1.0,Labrador Retriever Crossbreed,3.0,West High White Terrier,2.0,Fawn,2.0,Red,2.0,84.0,82.0,0,0,4,5,0,4,9,19,29
131,131,10465,55.0,375.0,56.0,133.0,Buddy,Max,Rocky,Bella,Lucky,623.0,Shih Tzu,Yorkshire Terrier,American Pit Bull Terrier,Maltese,Labrador Retriever,Black,White,Tan,Brown,Blond,9.0,9.0,8.0,8.0,7.0,46.0,37.0,32.0,30.0,26.0,203.0,144.0,70.0,55.0,32.0,271.0,351.0,Bella,Coco,Princess,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Black,White,Tan,Buddy,Max,Rocky,Shih Tzu,Yorkshire Terrier,German Shepherd Dog,Black,White,Tan,8.0,6.0,6.0,19.0,17.0,16.0,91.0,64.0,24.0,9.0,9.0,8.0,27.0,21.0,19.0,112.0,80.0,45.0,222.0,257.0,235.0,300.0,Layla,6.0,Mia,5.0,Labrador Retriever Crossbreed,13.0,Maltese,12.0,Brown,18.0,Blond,16.0,Jake,5.0,Lucky,5.0,Maltese,18.0,Labrador Retriever,17.0,Brown,37.0,Blond,16.0,535.0,479.0,6,9,8,46,22,37,55,144,203
132,132,10466,45.0,150.0,8.0,430.0,Max,Princess,Teddy,Rocky,Coco,216.0,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Maltese,American Pit Bull Terrier Crossbreed,White,Black,Brown,Tan,Brindle,5.0,5.0,4.0,3.0,3.0,29.0,26.0,14.0,9.0,9.0,56.0,55.0,31.0,24.0,12.0,95.0,121.0,Princess,Gigi,Sasha,Shih Tzu,American Pit Bull Terrier,Chihuahua,Black,White,Brown,Max,Teddy,Rocky,American Pit Bull Terrier,Shih Tzu,Yorkshire Terrier,White,Black,Brown,5.0,3.0,2.0,14.0,7.0,5.0,26.0,23.0,13.0,5.0,4.0,3.0,19.0,15.0,9.0,33.0,29.0,18.0,67.0,62.0,83.0,105.0,Coco,2.0,Chiqui,2.0,Yorkshire Terrier,5.0,Maltese,4.0,Tan,11.0,Brindle,5.0,Benji,3.0,Blue,3.0,American Pit Bull Terrier Crossbreed,6.0,Pomeranian,6.0,Tan,13.0,Brindle,7.0,188.0,129.0,3,5,1,29,8,14,31,56,55
133,133,10467,48.0,287.0,16.0,342.0,Max,Mia,Rocky,Bella,Princess,423.0,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Chihuahua,Maltese,Black,White,Tan,Brown,Brindle,9.0,7.0,7.0,6.0,6.0,47.0,45.0,42.0,34.0,24.0,104.0,103.0,62.0,56.0,15.0,169.0,253.0,Mia,Bella,Princess,Shih Tzu,Yorkshire Terrier,Chihuahua,Black,White,Brown,Max,Rocky,Charlie,American Pit Bull Terrier,Shih Tzu,Yorkshire Terrier,White,Black,Tan,7.0,6.0,6.0,20.0,17.0,16.0,55.0,47.0,20.0,9.0,7.0,5.0,28.0,27.0,25.0,56.0,48.0,44.0,111.0,146.0,135.0,220.0,Abbey,4.0,Lady,3.0,American Pit Bull Terrier,16.0,Maltese,12.0,Tan,18.0,Gray,6.0,Brownie,4.0,Maximus,4.0,Chihuahua,18.0,Maltese,12.0,Brown,36.0,Blond,12.0,355.0,257.0,4,9,6,47,34,42,56,103,104
134,134,10468,45.0,121.0,7.0,193.0,Lucky,Max,Princess,Rocky,Bandit,229.0,Yorkshire Terrier,American Pit Bull Terrier,Chihuahua,Shih Tzu,Maltese,Black,White,Brown,Tan,Gray,6.0,4.0,4.0,4.0,3.0,29.0,26.0,18.0,14.0,12.0,70.0,50.0,36.0,25.0,9.0,100.0,129.0,Princess,Daisy,Sasha,American Pit Bull Terrier,Yorkshire Terrier,Chihuahua,Black,White,Brown,Lucky,Max,Rocky,Yorkshire Terrier,American Pit Bull Terrier,Chihuahua,Black,White,Brown,4.0,3.0,3.0,13.0,12.0,7.0,30.0,20.0,15.0,5.0,4.0,4.0,17.0,13.0,11.0,40.0,30.0,21.0,69.0,62.0,86.0,112.0,Mia,2.0,Bella,2.0,Maltese,4.0,American Pit Bull Terrier Crossbreed,4.0,Tan,11.0,Blond,5.0,Bandit,3.0,Sammy,3.0,Shih Tzu,10.0,Maltese,8.0,Tan,14.0,Gray,6.0,198.0,131.0,1,4,2,14,18,29,36,50,70
135,135,10469,51.0,328.0,1.0,156.0,Rocky,Coco,Buddy,Bella,Charlie,356.0,Shih Tzu,Yorkshire Terrier,American Pit Bull Terrier,Maltese,Chihuahua,Black,White,Tan,Brown,Blond,9.0,5.0,4.0,4.0,4.0,35.0,29.0,18.0,17.0,15.0,95.0,87.0,46.0,44.0,20.0,165.0,191.0,Bella,Coco,Mia,Shih Tzu,Yorkshire Terrier,American Pit Bull Terrier,Black,White,Tan,Rocky,Buddy,Charlie,Shih Tzu,Yorkshire Terrier,Maltese,White,Black,Brown,4.0,4.0,3.0,14.0,13.0,10.0,50.0,39.0,20.0,9.0,4.0,4.0,21.0,16.0,12.0,48.0,45.0,27.0,131.0,127.0,150.0,169.0,Lily,3.0,Sandy,3.0,Labrador Retriever,9.0,Beagle,7.0,Brown,17.0,Blond,9.0,Tobby,3.0,Gizmo,3.0,Chihuahua,10.0,Pomeranian,8.0,Tan,26.0,Blond,11.0,319.0,258.0,5,2,4,35,15,29,44,87,95
136,136,10470,13.0,61.0,3.0,59.0,Coco,Wille,Buddy,Rocky,Mollie,77.0,Shih Tzu,Chihuahua,Yorkshire Terrier,American Pit Bull Terrier,German Shepherd Crossbreed,Black,White,Tan,Brown,Blond,3.0,2.0,2.0,2.0,2.0,7.0,5.0,5.0,5.0,3.0,24.0,20.0,12.0,7.0,4.0,26.0,51.0,Coco,Mollie,Wylie,American Pit Bull Terrier,Chihuahua,Yorkshire Terrier,Black,Tan,White,Buddy,Wille,Rocky,Shih Tzu,Chihuahua,Yorkshire Terrier,Black,White,Tan,2.0,2.0,1.0,4.0,2.0,2.0,6.0,6.0,5.0,2.0,2.0,2.0,6.0,3.0,3.0,18.0,15.0,6.0,19.0,36.0,19.0,46.0,Pheobe,1.0,Cola,1.0,Shih Tzu,1.0,Siberian Husky,1.0,Brown,4.0,Blond,2.0,Sparkey,2.0,Duke,1.0,German Shepherd Crossbreed,2.0,"Schnauzer, Miniature",2.0,Brown,3.0,Fawn,2.0,65.0,55.0,3,1,1,7,5,5,7,20,24
137,137,10471,23.0,138.0,1.0,28.0,Lucky,Lucy,Charlie,Bella,Max,310.0,Chihuahua,Shih Tzu,Maltese,Mixed,Cocker Spaniel,White,Black,Brown,Tan,Blond,6.0,5.0,5.0,4.0,4.0,23.0,17.0,16.0,16.0,14.0,73.0,72.0,47.0,29.0,16.0,130.0,180.0,Lucy,Bella,Penny,Chihuahua,Labrador Retriever Crossbreed,Maltese,Black,White,Brown,Lucky,Charlie,Max,Chihuahua,Cocker Spaniel,Mixed,White,Black,Brown,5.0,4.0,3.0,10.0,9.0,7.0,35.0,32.0,17.0,5.0,5.0,4.0,13.0,11.0,11.0,41.0,37.0,30.0,113.0,142.0,120.0,165.0,Sadie,3.0,Mia,2.0,Shih Tzu,7.0,Labrador Retriever,5.0,Brindle,8.0,Blond,6.0,Bailey,3.0,Rocky,3.0,Shih Tzu,10.0,Maltese,9.0,Tan,23.0,Blond,10.0,285.0,255.0,2,4,4,17,23,8,47,73,72
138,138,10472,31.0,142.0,13.0,285.0,Princess,Bella,Lucky,Max,Precious,359.0,Chihuahua,Shih Tzu,Yorkshire Terrier,American Pit Bull Terrier,Maltese,Black,White,Brown,Tan,Gray,11.0,7.0,7.0,5.0,5.0,39.0,38.0,38.0,29.0,19.0,122.0,87.0,37.0,33.0,18.0,160.0,199.0,Princess,Bella,Diamond,Chihuahua,Yorkshire Terrier,Shih Tzu,Black,White,Tan,Lucky,Max,Prince,Shih Tzu,Yorkshire Terrier,Chihuahua,Black,White,Brown,10.0,7.0,4.0,22.0,15.0,13.0,50.0,36.0,18.0,7.0,5.0,3.0,25.0,23.0,17.0,72.0,51.0,23.0,101.0,107.0,132.0,161.0,Mia,3.0,Baby,3.0,American Pit Bull Terrier,13.0,American Pit Bull Terrier Crossbreed,8.0,Brown,14.0,Gray,12.0,Buster,3.0,Blacky,3.0,American Pit Bull Terrier,16.0,Maltese,12.0,Tan,15.0,Blond,7.0,293.0,208.0,2,5,7,38,39,38,37,87,122
139,139,10473,44.0,200.0,8.0,142.0,Max,Bella,Tobby,Peanut,Coco,498.0,Shih Tzu,Yorkshire Terrier,Maltese,Chihuahua,American Pit Bull Terrier,White,Black,Tan,Brown,Blond,8.0,6.0,6.0,6.0,6.0,59.0,57.0,43.0,42.0,40.0,141.0,121.0,62.0,58.0,24.0,201.0,297.0,Bella,Princess,Luna,Yorkshire Terrier,Shih Tzu,Chihuahua,White,Black,Tan,Max,Tobby,Prince,Shih Tzu,Yorkshire Terrier,Maltese,Black,White,Tan,6.0,6.0,5.0,23.0,22.0,20.0,58.0,33.0,32.0,8.0,6.0,5.0,37.0,34.0,24.0,88.0,83.0,30.0,132.0,162.0,160.0,250.0,Diamond,5.0,Baby,4.0,Maltese,19.0,American Pit Bull Terrier,19.0,Brown,31.0,Blond,13.0,Coco,5.0,Buddy,4.0,Chihuahua,22.0,American Pit Bull Terrier,21.0,Brown,27.0,Gray,14.0,410.0,294.0,6,8,6,59,42,57,58,141,121
140,140,10474,18.0,47.0,1.0,51.0,Rocky,Dunkin,Mystic,Spkie,Bella,45.0,American Pit Bull Terrier,Chihuahua,Yorkshire Terrier,Maltese,Pomeranian,Black,Brown,White,Tan,Gold,1.0,1.0,1.0,1.0,1.0,8.0,4.0,4.0,4.0,3.0,14.0,7.0,7.0,5.0,2.0,15.0,30.0,Beautiful,Sanjie,Lola,Chihuahua,"Poodle, Standard",Maltese,White,Brown,Black,Champion,Dunkin,Spkie,American Pit Bull Terrier,Yorkshire Terrier,Chihuahua,Black,Brown,White,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,7.0,4.0,2.0,12.0,5.0,3.0,10.0,15.0,12.0,24.0,Monkey,1.0,Mystic,1.0,American Pit Bull Terrier Crossbreed,2.0,German Shepherd Dog,1.0,Tan,2.0,Gray,1.0,Dog,1.0,Bruno,1.0,Pomeranian,2.0,"Poodle, Toy",2.0,Tan,3.0,Gold,2.0,36.0,25.0,0,1,1,2,4,4,7,7,14
141,141,10475,2.0,11.0,0.0,5.0,Bella,Max,Baby,Patches,Coco,125.0,Yorkshire Terrier,Shih Tzu,Maltese,Chihuahua,Pomeranian,White,Black,Brown,Tan,Blue,2.0,2.0,2.0,2.0,2.0,22.0,20.0,13.0,10.0,5.0,35.0,28.0,20.0,13.0,6.0,59.0,66.0,Coco,Bella,Baby,Yorkshire Terrier,Shih Tzu,Maltese,White,Black,Brown,Patches,Petey,Max,Shih Tzu,Yorkshire Terrier,Chihuahua,White,Black,Brown,2.0,2.0,2.0,12.0,9.0,6.0,18.0,13.0,10.0,2.0,2.0,2.0,11.0,10.0,7.0,17.0,15.0,10.0,42.0,38.0,53.0,51.0,Precious,2.0,Missey,2.0,Chihuahua,3.0,Boston Terrier,3.0,Tan,5.0,Brindle,4.0,Maxmillion,1.0,Duke,1.0,Maltese,7.0,Pomeranian,3.0,Tan,8.0,Gray,5.0,104.0,80.0,2,2,2,20,10,22,20,35,28
142,142,11001,1.0,31.0,0.0,3.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
143,143,11004,14.0,53.0,0.0,9.0,Max,Buddy,Daisy,Bailey,Ginger,164.0,Shih Tzu,Labrador Retriever,Pomeranian,German Shepherd Dog,Labrador Retriever Crossbreed,Black,White,Tan,Brown,Brindle,7.0,3.0,3.0,3.0,3.0,13.0,9.0,8.0,8.0,8.0,53.0,36.0,23.0,15.0,8.0,78.0,86.0,Daisy,Bailey,Ginger,Shih Tzu,Labrador Retriever Crossbreed,Chihuahua,Black,White,Brown,Max,Buddy,Benji,Shih Tzu,Labrador Retriever,German Shepherd Dog,Black,White,Tan,3.0,3.0,3.0,8.0,6.0,4.0,25.0,14.0,9.0,7.0,3.0,2.0,5.0,5.0,5.0,28.0,22.0,14.0,68.0,77.0,71.0,81.0,Lexi,3.0,Lacey,2.0,Pomeranian,4.0,Labrador Retriever,4.0,Tan,9.0,Brindle,6.0,Chance,2.0,Winston,1.0,Pomeranian,4.0,Yorkshire Terrier,4.0,Brown,6.0,Blue,4.0,152.0,145.0,1,7,0,13,6,5,15,36,53
144,144,11005,0.0,0.0,0.0,0.0,Mischa,,,,,1.0,Dachshund,,,,,Red,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,Mischa,,,Dachshund,,,Red,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0
145,145,11040,1.0,4.0,0.0,1.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
146,146,11096,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
147,147,11101,29.0,139.0,0.0,58.0,Bella,Winnie,Sugar,Spike,Coco,391.0,Chihuahua,Yorkshire Terrier,Maltese,Shih Tzu,Labrador Retriever,Black,White,Tan,Brown,Blond,5.0,4.0,4.0,4.0,4.0,38.0,22.0,18.0,16.0,13.0,115.0,78.0,49.0,28.0,22.0,198.0,193.0,Bella,Sugar,Princess,Chihuahua,Yorkshire Terrier,Shih Tzu,Black,White,Tan,Max,Spike,Charlie,Chihuahua,Yorkshire Terrier,Maltese,Black,White,Tan,5.0,4.0,4.0,21.0,10.0,8.0,59.0,34.0,27.0,3.0,3.0,3.0,17.0,12.0,10.0,56.0,44.0,22.0,164.0,145.0,180.0,153.0,Mollie,4.0,Zoe,3.0,Maltese,8.0,Cocker Spaniel,7.0,Brown,17.0,Blond,15.0,Milo,3.0,Oreo,2.0,Shih Tzu,8.0,"Bull Dog, French",7.0,Brindle,13.0,Brown,11.0,333.0,309.0,4,3,5,16,38,22,28,78,115
148,148,11102,16.0,248.0,5.0,85.0,Rocky,Lucy,Buddy,Bella,Tobby,302.0,Maltese,Chihuahua,Yorkshire Terrier,Golden Retriever,Cocker Spaniel,Black,White,Tan,Brown,Brindle,5.0,4.0,3.0,3.0,3.0,23.0,22.0,15.0,12.0,11.0,78.0,67.0,45.0,30.0,14.0,127.0,175.0,Lucy,Bella,Abbey,Chihuahua,Maltese,American Pit Bull Terrier Crossbreed,Black,White,Tan,Rocky,Buddy,Tobby,Maltese,Labrador Retriever,Yorkshire Terrier,Black,White,Tan,4.0,3.0,3.0,14.0,12.0,6.0,32.0,30.0,23.0,5.0,3.0,3.0,11.0,9.0,9.0,46.0,37.0,22.0,106.0,137.0,116.0,164.0,Cookie,3.0,Lulu,3.0,Yorkshire Terrier,6.0,Cocker Spaniel,5.0,Brown,9.0,Brindle,8.0,Jake,3.0,Hank,2.0,Golden Retriever,9.0,Chihuahua,8.0,Brown,21.0,Gray,8.0,280.0,243.0,2,2,3,8,22,15,30,67,78
149,149,11103,9.0,184.0,3.0,54.0,Charlie,Buddy,Bella,Rocky,Sasha,265.0,Shih Tzu,Chihuahua,Yorkshire Terrier,Beagle,Cocker Spaniel,White,Black,Tan,Brown,Gray,5.0,4.0,3.0,3.0,3.0,17.0,15.0,15.0,11.0,10.0,69.0,68.0,30.0,27.0,10.0,123.0,142.0,Bella,Sasha,Emma,Chihuahua,Beagle,Yorkshire Terrier,Black,White,Tan,Charlie,Buddy,Rocky,Shih Tzu,Yorkshire Terrier,Cocker Spaniel,White,Black,Brown,3.0,3.0,2.0,8.0,8.0,7.0,31.0,31.0,19.0,5.0,4.0,3.0,12.0,8.0,8.0,38.0,37.0,18.0,108.0,92.0,114.0,123.0,Maya,2.0,Honey,2.0,American Pit Bull Terrier Crossbreed,5.0,Shih Tzu,5.0,Brown,9.0,Gray,6.0,Rocco,3.0,Milo,3.0,Chihuahua,7.0,"Bull Dog, French",6.0,Tan,11.0,Blond,6.0,237.0,200.0,2,1,3,17,15,15,27,69,68
150,150,11104,24.0,202.0,2.0,67.0,Coco,Charlie,Lola,Buddy,Emma,287.0,Chihuahua,Shih Tzu,Yorkshire Terrier,Mixed,Beagle,Black,White,Brown,Tan,Blond,4.0,4.0,4.0,3.0,3.0,18.0,17.0,17.0,12.0,11.0,93.0,57.0,36.0,28.0,16.0,139.0,148.0,Lola,Emma,Coco,Shih Tzu,Yorkshire Terrier,German Shepherd Dog,Black,White,Tan,Buddy,Max,Rocky,Chihuahua,Yorkshire Terrier,Beagle,Black,White,Brown,4.0,3.0,3.0,11.0,8.0,7.0,43.0,21.0,20.0,3.0,3.0,3.0,12.0,9.0,6.0,50.0,36.0,19.0,118.0,122.0,107.0,125.0,Lucy,3.0,Mia,2.0,Chihuahua,6.0,German Shepherd Crossbreed,6.0,Brown,17.0,Blond,10.0,Charlie,3.0,Tobby,2.0,Shih Tzu,6.0,Mixed,6.0,Tan,8.0,Gray,7.0,232.0,240.0,4,3,1,17,18,17,36,57,93
151,151,11105,48.0,327.0,18.0,78.0,Daisy,Charlie,Bella,Tobby,Milo,381.0,Chihuahua,Yorkshire Terrier,Shih Tzu,Maltese,American Pit Bull Terrier,Black,White,Brown,Tan,Blond,6.0,6.0,5.0,5.0,4.0,27.0,24.0,20.0,20.0,13.0,103.0,90.0,49.0,40.0,23.0,173.0,208.0,Daisy,Bella,Lola,Chihuahua,Maltese,Yorkshire Terrier,Black,White,Brown,Tobby,Benney,Charlie,Yorkshire Terrier,Shih Tzu,Chihuahua,Black,White,Brown,6.0,5.0,4.0,15.0,9.0,9.0,44.0,42.0,24.0,5.0,4.0,4.0,15.0,13.0,12.0,59.0,48.0,25.0,153.0,162.0,148.0,176.0,Foxie,3.0,Lily,3.0,Shih Tzu,7.0,German Shepherd Crossbreed,5.0,Tan,20.0,Blond,13.0,Milo,4.0,Jake,3.0,Maltese,11.0,American Pit Bull Terrier,9.0,Tan,20.0,Blond,10.0,324.0,315.0,3,1,5,20,27,24,49,90,103
